file_a,file_b,cochange_count,jaccard
backend/app/services/parsing/v2_contracts.py,backend/app/services/parsing/v2_segmentation.py,2,1.000000
backend/app/services/parsing/v2_contracts.py,backend/app/services/v2_jobs.py,2,1.000000
backend/app/services/parsing/v2_contracts.py,backend/app/services/v2_tasks.py,2,1.000000
backend/app/services/parsing/v2_contracts.py,backend/app/services/v2_worker.py,2,1.000000
backend/app/services/parsing/v2_contracts.py,backend/tests/unit/test_app_surface.py,2,1.000000
backend/app/services/parsing/v2_contracts.py,backend/tests/unit/test_auth.py,2,1.000000
backend/app/services/parsing/v2_contracts.py,backend/tests/unit/test_v2_annotations.py,2,1.000000
backend/app/services/parsing/v2_contracts.py,backend/tests/unit/test_v2_api.py,2,1.000000
backend/app/services/parsing/v2_contracts.py,backend/tests/unit/test_v2_contracts.py,2,1.000000
backend/app/services/parsing/v2_contracts.py,backend/tests/unit/test_v2_evaluation.py,2,1.000000
backend/app/services/parsing/v2_contracts.py,backend/tests/unit/test_v2_page_processor.py,2,1.000000
backend/app/services/parsing/v2_contracts.py,backend/tests/unit/test_v2_queue.py,2,1.000000
backend/app/services/parsing/v2_contracts.py,backend/tests/unit/test_v2_task_leases.py,2,1.000000
backend/app/services/parsing/v2_contracts.py,backend/tests/unit/test_v2_worker.py,2,1.000000
backend/app/services/parsing/v2_contracts.py,frontend/src/app/globals.css,2,0.400000
backend/app/services/parsing/v2_contracts.py,frontend/src/app/page.test.tsx,2,0.500000
backend/app/services/parsing/v2_contracts.py,frontend/src/app/page.tsx,2,0.500000
backend/app/services/parsing/v2_contracts.py,frontend/src/lib/api.ts,2,0.400000
backend/app/services/parsing/v2_evaluation.py,backend/app/services/parsing/v2_pipeline.py,2,1.000000
backend/app/services/parsing/v2_evaluation.py,backend/app/services/parsing/v2_segmentation.py,2,1.000000
backend/app/services/parsing/v2_evaluation.py,backend/app/services/v2_jobs.py,2,1.000000
backend/app/services/parsing/v2_evaluation.py,backend/app/services/v2_tasks.py,2,1.000000
backend/app/services/parsing/v2_evaluation.py,backend/app/services/v2_worker.py,2,1.000000
backend/app/services/parsing/v2_evaluation.py,backend/tests/unit/test_app_surface.py,2,1.000000
backend/app/services/parsing/v2_evaluation.py,backend/tests/unit/test_auth.py,2,1.000000
backend/app/services/parsing/v2_evaluation.py,backend/tests/unit/test_v2_annotations.py,2,1.000000
backend/app/services/parsing/v2_evaluation.py,backend/tests/unit/test_v2_api.py,2,1.000000
backend/app/services/parsing/v2_evaluation.py,backend/tests/unit/test_v2_contracts.py,2,1.000000
backend/app/services/parsing/v2_evaluation.py,backend/tests/unit/test_v2_evaluation.py,2,1.000000
backend/app/services/parsing/v2_evaluation.py,backend/tests/unit/test_v2_page_processor.py,2,1.000000
backend/app/services/parsing/v2_evaluation.py,backend/tests/unit/test_v2_queue.py,2,1.000000
backend/app/services/parsing/v2_evaluation.py,backend/tests/unit/test_v2_task_leases.py,2,1.000000
backend/app/services/parsing/v2_evaluation.py,backend/tests/unit/test_v2_worker.py,2,1.000000
backend/app/services/parsing/v2_evaluation.py,frontend/src/app/globals.css,2,0.400000
backend/app/services/parsing/v2_evaluation.py,frontend/src/app/page.test.tsx,2,0.500000
backend/app/services/parsing/v2_evaluation.py,frontend/src/app/page.tsx,2,0.500000
backend/app/services/parsing/v2_evaluation.py,frontend/src/lib/api.ts,2,0.400000
backend/app/services/parsing/v2_pipeline.py,backend/app/services/parsing/v2_segmentation.py,2,1.000000
backend/app/services/parsing/v2_pipeline.py,backend/app/services/v2_jobs.py,2,1.000000
backend/app/services/parsing/v2_pipeline.py,backend/app/services/v2_tasks.py,2,1.000000
backend/app/services/parsing/v2_pipeline.py,backend/app/services/v2_worker.py,2,1.000000
backend/app/services/parsing/v2_pipeline.py,backend/tests/unit/test_app_surface.py,2,1.000000
backend/app/services/parsing/v2_pipeline.py,backend/tests/unit/test_auth.py,2,1.000000
backend/app/services/parsing/v2_pipeline.py,backend/tests/unit/test_v2_annotations.py,2,1.000000
backend/app/services/parsing/v2_pipeline.py,backend/tests/unit/test_v2_api.py,2,1.000000
backend/app/services/parsing/v2_pipeline.py,backend/tests/unit/test_v2_contracts.py,2,1.000000
backend/app/services/parsing/v2_pipeline.py,backend/tests/unit/test_v2_evaluation.py,2,1.000000
backend/app/services/parsing/v2_pipeline.py,backend/tests/unit/test_v2_page_processor.py,2,1.000000
backend/app/services/parsing/v2_pipeline.py,backend/tests/unit/test_v2_queue.py,2,1.000000
backend/app/services/parsing/v2_pipeline.py,backend/tests/unit/test_v2_task_leases.py,2,1.000000
backend/app/services/parsing/v2_pipeline.py,backend/tests/unit/test_v2_worker.py,2,1.000000
backend/app/services/parsing/v2_pipeline.py,frontend/src/app/globals.css,2,0.400000
backend/app/services/parsing/v2_pipeline.py,frontend/src/app/page.test.tsx,2,0.500000
backend/app/services/parsing/v2_pipeline.py,frontend/src/app/page.tsx,2,0.500000
backend/app/services/parsing/v2_pipeline.py,frontend/src/lib/api.ts,2,0.400000
backend/app/services/parsing/v2_segmentation.py,backend/app/services/v2_jobs.py,2,1.000000
backend/app/services/parsing/v2_segmentation.py,backend/app/services/v2_tasks.py,2,1.000000
backend/app/services/parsing/v2_segmentation.py,backend/app/services/v2_worker.py,2,1.000000
backend/app/services/parsing/v2_segmentation.py,backend/tests/unit/test_app_surface.py,2,1.000000
backend/app/services/parsing/v2_segmentation.py,backend/tests/unit/test_auth.py,2,1.000000
backend/app/services/parsing/v2_segmentation.py,backend/tests/unit/test_v2_annotations.py,2,1.000000
backend/app/services/parsing/v2_segmentation.py,backend/tests/unit/test_v2_api.py,2,1.000000
backend/app/services/parsing/v2_segmentation.py,backend/tests/unit/test_v2_contracts.py,2,1.000000
backend/app/services/parsing/v2_segmentation.py,backend/tests/unit/test_v2_evaluation.py,2,1.000000
backend/app/services/parsing/v2_segmentation.py,backend/tests/unit/test_v2_page_processor.py,2,1.000000
backend/app/services/parsing/v2_segmentation.py,backend/tests/unit/test_v2_queue.py,2,1.000000
backend/app/services/parsing/v2_segmentation.py,backend/tests/unit/test_v2_task_leases.py,2,1.000000
backend/app/services/parsing/v2_segmentation.py,backend/tests/unit/test_v2_worker.py,2,1.000000
backend/app/services/parsing/v2_segmentation.py,frontend/src/app/globals.css,2,0.400000
backend/app/services/parsing/v2_segmentation.py,frontend/src/app/page.test.tsx,2,0.500000
backend/app/services/parsing/v2_segmentation.py,frontend/src/app/page.tsx,2,0.500000
backend/app/services/parsing/v2_segmentation.py,frontend/src/lib/api.ts,2,0.400000
backend/app/services/v2_jobs.py,backend/app/services/v2_tasks.py,2,1.000000
backend/app/services/v2_jobs.py,backend/app/services/v2_worker.py,2,1.000000
backend/app/services/v2_jobs.py,backend/tests/unit/test_app_surface.py,2,1.000000
backend/app/services/v2_jobs.py,backend/tests/unit/test_auth.py,2,1.000000
backend/app/services/v2_jobs.py,backend/tests/unit/test_v2_annotations.py,2,1.000000
backend/app/services/v2_jobs.py,backend/tests/unit/test_v2_api.py,2,1.000000
backend/app/services/v2_jobs.py,backend/tests/unit/test_v2_contracts.py,2,1.000000
backend/app/services/v2_jobs.py,backend/tests/unit/test_v2_evaluation.py,2,1.000000
backend/app/services/v2_jobs.py,backend/tests/unit/test_v2_page_processor.py,2,1.000000
backend/app/services/v2_jobs.py,backend/tests/unit/test_v2_queue.py,2,1.000000
backend/app/services/v2_jobs.py,backend/tests/unit/test_v2_task_leases.py,2,1.000000
backend/app/services/v2_jobs.py,backend/tests/unit/test_v2_worker.py,2,1.000000
backend/app/services/v2_jobs.py,frontend/src/app/globals.css,2,0.400000
backend/app/services/v2_jobs.py,frontend/src/app/page.test.tsx,2,0.500000
backend/app/services/v2_jobs.py,frontend/src/app/page.tsx,2,0.500000
backend/app/services/v2_jobs.py,frontend/src/lib/api.ts,2,0.400000
backend/app/services/v2_tasks.py,backend/app/services/v2_worker.py,2,1.000000
backend/app/services/v2_tasks.py,backend/tests/unit/test_app_surface.py,2,1.000000
backend/app/services/v2_tasks.py,backend/tests/unit/test_auth.py,2,1.000000
backend/app/services/v2_tasks.py,backend/tests/unit/test_v2_annotations.py,2,1.000000
backend/app/services/v2_tasks.py,backend/tests/unit/test_v2_api.py,2,1.000000
backend/app/services/v2_tasks.py,backend/tests/unit/test_v2_contracts.py,2,1.000000
backend/app/services/v2_tasks.py,backend/tests/unit/test_v2_evaluation.py,2,1.000000
backend/app/services/v2_tasks.py,backend/tests/unit/test_v2_page_processor.py,2,1.000000
backend/app/services/v2_tasks.py,backend/tests/unit/test_v2_queue.py,2,1.000000
backend/app/services/v2_tasks.py,backend/tests/unit/test_v2_task_leases.py,2,1.000000
backend/app/services/v2_tasks.py,backend/tests/unit/test_v2_worker.py,2,1.000000
backend/app/services/v2_tasks.py,frontend/src/app/globals.css,2,0.400000
backend/app/services/v2_tasks.py,frontend/src/app/page.test.tsx,2,0.500000
backend/app/services/v2_tasks.py,frontend/src/app/page.tsx,2,0.500000
backend/app/services/v2_tasks.py,frontend/src/lib/api.ts,2,0.400000
backend/app/services/v2_worker.py,backend/tests/unit/test_app_surface.py,2,1.000000
backend/app/services/v2_worker.py,backend/tests/unit/test_auth.py,2,1.000000
backend/app/services/v2_worker.py,backend/tests/unit/test_v2_annotations.py,2,1.000000
backend/app/services/v2_worker.py,backend/tests/unit/test_v2_api.py,2,1.000000
backend/app/services/v2_worker.py,backend/tests/unit/test_v2_contracts.py,2,1.000000
backend/app/services/v2_worker.py,backend/tests/unit/test_v2_evaluation.py,2,1.000000
backend/app/services/v2_worker.py,backend/tests/unit/test_v2_page_processor.py,2,1.000000
backend/app/services/v2_worker.py,backend/tests/unit/test_v2_queue.py,2,1.000000
backend/app/services/v2_worker.py,backend/tests/unit/test_v2_task_leases.py,2,1.000000
backend/app/services/v2_worker.py,backend/tests/unit/test_v2_worker.py,2,1.000000
backend/app/services/v2_worker.py,frontend/src/app/globals.css,2,0.400000
backend/app/services/v2_worker.py,frontend/src/app/page.test.tsx,2,0.500000
backend/app/services/v2_worker.py,frontend/src/app/page.tsx,2,0.500000
backend/app/services/v2_worker.py,frontend/src/lib/api.ts,2,0.400000
backend/tests/unit/test_app_surface.py,backend/tests/unit/test_auth.py,2,1.000000
backend/tests/unit/test_app_surface.py,backend/tests/unit/test_v2_annotations.py,2,1.000000
backend/tests/unit/test_app_surface.py,backend/tests/unit/test_v2_api.py,2,1.000000
backend/tests/unit/test_app_surface.py,backend/tests/unit/test_v2_contracts.py,2,1.000000
backend/tests/unit/test_app_surface.py,backend/tests/unit/test_v2_evaluation.py,2,1.000000
backend/tests/unit/test_app_surface.py,backend/tests/unit/test_v2_page_processor.py,2,1.000000
backend/tests/unit/test_app_surface.py,backend/tests/unit/test_v2_queue.py,2,1.000000
backend/tests/unit/test_app_surface.py,backend/tests/unit/test_v2_task_leases.py,2,1.000000
backend/tests/unit/test_app_surface.py,backend/tests/unit/test_v2_worker.py,2,1.000000
backend/tests/unit/test_app_surface.py,frontend/src/app/globals.css,2,0.400000
backend/tests/unit/test_app_surface.py,frontend/src/app/page.test.tsx,2,0.500000
backend/tests/unit/test_app_surface.py,frontend/src/app/page.tsx,2,0.500000
backend/tests/unit/test_app_surface.py,frontend/src/lib/api.ts,2,0.400000
backend/tests/unit/test_auth.py,backend/tests/unit/test_v2_annotations.py,2,1.000000
backend/tests/unit/test_auth.py,backend/tests/unit/test_v2_api.py,2,1.000000
backend/tests/unit/test_auth.py,backend/tests/unit/test_v2_contracts.py,2,1.000000
backend/tests/unit/test_auth.py,backend/tests/unit/test_v2_evaluation.py,2,1.000000
backend/tests/unit/test_auth.py,backend/tests/unit/test_v2_page_processor.py,2,1.000000
backend/tests/unit/test_auth.py,backend/tests/unit/test_v2_queue.py,2,1.000000
backend/tests/unit/test_auth.py,backend/tests/unit/test_v2_task_leases.py,2,1.000000
backend/tests/unit/test_auth.py,backend/tests/unit/test_v2_worker.py,2,1.000000
backend/tests/unit/test_auth.py,frontend/src/app/globals.css,2,0.400000
backend/tests/unit/test_auth.py,frontend/src/app/page.test.tsx,2,0.500000
backend/tests/unit/test_auth.py,frontend/src/app/page.tsx,2,0.500000
backend/tests/unit/test_auth.py,frontend/src/lib/api.ts,2,0.400000
backend/tests/unit/test_v2_annotations.py,backend/tests/unit/test_v2_api.py,2,1.000000
backend/tests/unit/test_v2_annotations.py,backend/tests/unit/test_v2_contracts.py,2,1.000000
backend/tests/unit/test_v2_annotations.py,backend/tests/unit/test_v2_evaluation.py,2,1.000000
backend/tests/unit/test_v2_annotations.py,backend/tests/unit/test_v2_page_processor.py,2,1.000000
backend/tests/unit/test_v2_annotations.py,backend/tests/unit/test_v2_queue.py,2,1.000000
backend/tests/unit/test_v2_annotations.py,backend/tests/unit/test_v2_task_leases.py,2,1.000000
backend/tests/unit/test_v2_annotations.py,backend/tests/unit/test_v2_worker.py,2,1.000000
backend/tests/unit/test_v2_annotations.py,frontend/src/app/globals.css,2,0.400000
backend/tests/unit/test_v2_annotations.py,frontend/src/app/page.test.tsx,2,0.500000
backend/tests/unit/test_v2_annotations.py,frontend/src/app/page.tsx,2,0.500000
backend/tests/unit/test_v2_annotations.py,frontend/src/lib/api.ts,2,0.400000
backend/tests/unit/test_v2_api.py,backend/tests/unit/test_v2_contracts.py,2,1.000000
backend/tests/unit/test_v2_api.py,backend/tests/unit/test_v2_evaluation.py,2,1.000000
backend/tests/unit/test_v2_api.py,backend/tests/unit/test_v2_page_processor.py,2,1.000000
backend/tests/unit/test_v2_api.py,backend/tests/unit/test_v2_queue.py,2,1.000000
backend/tests/unit/test_v2_api.py,backend/tests/unit/test_v2_task_leases.py,2,1.000000
backend/tests/unit/test_v2_api.py,backend/tests/unit/test_v2_worker.py,2,1.000000
backend/tests/unit/test_v2_api.py,frontend/src/app/globals.css,2,0.400000
backend/tests/unit/test_v2_api.py,frontend/src/app/page.test.tsx,2,0.500000
backend/tests/unit/test_v2_api.py,frontend/src/app/page.tsx,2,0.500000
backend/tests/unit/test_v2_api.py,frontend/src/lib/api.ts,2,0.400000
backend/tests/unit/test_v2_contracts.py,backend/tests/unit/test_v2_evaluation.py,2,1.000000
backend/tests/unit/test_v2_contracts.py,backend/tests/unit/test_v2_page_processor.py,2,1.000000
backend/tests/unit/test_v2_contracts.py,backend/tests/unit/test_v2_queue.py,2,1.000000
backend/tests/unit/test_v2_contracts.py,backend/tests/unit/test_v2_task_leases.py,2,1.000000
backend/tests/unit/test_v2_contracts.py,backend/tests/unit/test_v2_worker.py,2,1.000000
backend/tests/unit/test_v2_contracts.py,frontend/src/app/globals.css,2,0.400000
backend/tests/unit/test_v2_contracts.py,frontend/src/app/page.test.tsx,2,0.500000
backend/tests/unit/test_v2_contracts.py,frontend/src/app/page.tsx,2,0.500000
backend/tests/unit/test_v2_contracts.py,frontend/src/lib/api.ts,2,0.400000
backend/tests/unit/test_v2_evaluation.py,backend/tests/unit/test_v2_page_processor.py,2,1.000000
backend/tests/unit/test_v2_evaluation.py,backend/tests/unit/test_v2_queue.py,2,1.000000
backend/tests/unit/test_v2_evaluation.py,backend/tests/unit/test_v2_task_leases.py,2,1.000000
backend/tests/unit/test_v2_evaluation.py,backend/tests/unit/test_v2_worker.py,2,1.000000
backend/tests/unit/test_v2_evaluation.py,frontend/src/app/globals.css,2,0.400000
backend/tests/unit/test_v2_evaluation.py,frontend/src/app/page.test.tsx,2,0.500000
backend/tests/unit/test_v2_evaluation.py,frontend/src/app/page.tsx,2,0.500000
backend/tests/unit/test_v2_evaluation.py,frontend/src/lib/api.ts,2,0.400000
backend/tests/unit/test_v2_page_processor.py,backend/tests/unit/test_v2_queue.py,2,1.000000
backend/tests/unit/test_v2_page_processor.py,backend/tests/unit/test_v2_task_leases.py,2,1.000000
backend/tests/unit/test_v2_page_processor.py,backend/tests/unit/test_v2_worker.py,2,1.000000
backend/tests/unit/test_v2_page_processor.py,frontend/src/app/globals.css,2,0.400000
backend/tests/unit/test_v2_page_processor.py,frontend/src/app/page.test.tsx,2,0.500000
backend/tests/unit/test_v2_page_processor.py,frontend/src/app/page.tsx,2,0.500000
backend/tests/unit/test_v2_page_processor.py,frontend/src/lib/api.ts,2,0.400000
backend/tests/unit/test_v2_queue.py,backend/tests/unit/test_v2_task_leases.py,2,1.000000
backend/tests/unit/test_v2_queue.py,backend/tests/unit/test_v2_worker.py,2,1.000000
backend/tests/unit/test_v2_queue.py,frontend/src/app/globals.css,2,0.400000
backend/tests/unit/test_v2_queue.py,frontend/src/app/page.test.tsx,2,0.500000
backend/tests/unit/test_v2_queue.py,frontend/src/app/page.tsx,2,0.500000
backend/tests/unit/test_v2_queue.py,frontend/src/lib/api.ts,2,0.400000
backend/tests/unit/test_v2_task_leases.py,backend/tests/unit/test_v2_worker.py,2,1.000000
backend/tests/unit/test_v2_task_leases.py,frontend/src/app/globals.css,2,0.400000
backend/tests/unit/test_v2_task_leases.py,frontend/src/app/page.test.tsx,2,0.500000
backend/tests/unit/test_v2_task_leases.py,frontend/src/app/page.tsx,2,0.500000
backend/tests/unit/test_v2_task_leases.py,frontend/src/lib/api.ts,2,0.400000
backend/tests/unit/test_v2_worker.py,frontend/src/app/globals.css,2,0.400000
backend/tests/unit/test_v2_worker.py,frontend/src/app/page.test.tsx,2,0.500000
backend/tests/unit/test_v2_worker.py,frontend/src/app/page.tsx,2,0.500000
backend/tests/unit/test_v2_worker.py,frontend/src/lib/api.ts,2,0.400000
frontend/src/app/globals.css,frontend/src/app/page.test.tsx,3,0.500000
frontend/src/app/globals.css,frontend/src/app/page.tsx,3,0.500000
frontend/src/app/globals.css,frontend/src/components/v2/ArtifactPreview.tsx,2,0.400000
frontend/src/app/globals.css,frontend/src/components/v2/RunHistory.tsx,2,0.400000
frontend/src/app/globals.css,frontend/src/lib/api.ts,3,0.428571
frontend/src/app/page.test.tsx,frontend/src/app/page.tsx,4,1.000000
frontend/src/app/page.test.tsx,frontend/src/components/v2/ArtifactPreview.tsx,2,0.500000
frontend/src/app/page.test.tsx,frontend/src/components/v2/RunHistory.tsx,2,0.500000
frontend/src/app/page.test.tsx,frontend/src/lib/api.ts,2,0.285714
frontend/src/app/page.tsx,frontend/src/components/v2/ArtifactPreview.tsx,2,0.500000
frontend/src/app/page.tsx,frontend/src/components/v2/RunHistory.tsx,2,0.500000
frontend/src/app/page.tsx,frontend/src/lib/api.ts,2,0.285714
frontend/src/components/v2/ArtifactPreview.tsx,frontend/src/components/v2/RunHistory.tsx,2,1.000000
README.md,backend/.env.example,4,0.444444
frontend/src/app/globals.css,frontend/src/app/v2-tools.css,2,0.400000
CHANGELOG.md,backend/app/config.py,3,0.142857
CHANGELOG.md,pyproject.toml,8,0.533333
backend/app/config.py,pyproject.toml,5,0.250000
CHANGELOG.md,README.md,5,0.333333
CHANGELOG.md,backend/.env.example,2,0.153846
CHANGELOG.md,backend/app/main.py,6,0.333333
CHANGELOG.md,frontend/src/lib/api.ts,2,0.142857
CHANGELOG.md,uv.lock,4,0.333333
README.md,backend/app/config.py,3,0.157895
README.md,pyproject.toml,4,0.235294
README.md,uv.lock,3,0.272727
backend/.env.example,backend/app/config.py,3,0.214286
backend/.env.example,backend/app/main.py,2,0.133333
backend/.env.example,frontend/src/app/globals.css,2,0.285714
backend/.env.example,frontend/src/lib/api.ts,3,0.500000
backend/.env.example,pyproject.toml,2,0.142857
backend/.env.example,uv.lock,2,0.285714
backend/app/config.py,backend/app/database.py,2,0.142857
backend/app/config.py,backend/app/main.py,4,0.181818
backend/app/config.py,backend/app/models/db_models.py,2,0.117647
backend/app/config.py,docker-compose.yml,3,0.230769
backend/app/config.py,frontend/src/app/globals.css,2,0.125000
backend/app/config.py,frontend/src/lib/api.ts,3,0.200000
backend/app/config.py,uv.lock,3,0.200000
backend/app/database.py,backend/app/main.py,3,0.230769
backend/app/database.py,backend/app/models/db_models.py,2,0.285714
backend/app/database.py,docker-compose.yml,2,0.500000
backend/app/database.py,frontend/src/lib/api.ts,2,0.333333
backend/app/main.py,backend/app/models/db_models.py,3,0.187500
backend/app/main.py,docker-compose.yml,3,0.230769
backend/app/main.py,pyproject.toml,6,0.315789
backend/app/main.py,uv.lock,4,0.285714
backend/app/models/db_models.py,frontend/src/lib/api.ts,2,0.222222
docker-compose.yml,pyproject.toml,2,0.153846
docker-compose.yml,uv.lock,2,0.333333
frontend/src/lib/api.ts,pyproject.toml,2,0.133333
frontend/src/lib/api.ts,uv.lock,2,0.250000
pyproject.toml,uv.lock,5,0.416667
backend/tests/unit/test_paddleocr_service.py,deploy/paddleocr-vl/Dockerfile.hpi,2,1.000000
backend/tests/unit/test_paddleocr_service.py,deploy/paddleocr-vl/service.py,2,1.000000
deploy/paddleocr-vl/Dockerfile.hpi,deploy/paddleocr-vl/service.py,2,1.000000
